,date,hour,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
367,20211216,12,,,35.0,,36.0,5.0,6.0,,73.0,56.0,79.0,55.0,55.0,,1.1
368,20211216,13,,,34.0,,34.0,5.0,6.0,44.0,71.0,53.0,79.0,62.0,62.0,,1.1
369,20211216,14,35.0,24.0,32.0,27.0,32.0,5.0,5.0,46.0,70.0,56.0,79.0,62.0,62.0,0.9,1.1
370,20211216,15,36.0,25.0,31.0,30.0,31.0,5.0,5.0,51.0,68.0,50.0,79.0,58.0,62.0,0.9,1.1
371,20211216,16,39.0,27.0,30.0,32.0,31.0,4.0,5.0,53.0,67.0,50.0,79.0,54.0,62.0,0.9,1.1
372,20211216,17,45.0,31.0,30.0,40.0,31.0,5.0,5.0,54.0,66.0,53.0,79.0,52.0,62.0,1.0,1.1
373,20211216,18,55.0,39.0,31.0,45.0,31.0,5.0,5.0,61.0,66.0,47.0,79.0,52.0,62.0,1.1,1.1
374,20211216,19,74.0,54.0,32.0,53.0,32.0,5.0,5.0,52.0,64.0,58.0,79.0,53.0,62.0,1.1,1.1
375,20211216,20,83.0,61.0,33.0,52.0,32.0,5.0,5.0,46.0,61.0,65.0,79.0,54.0,62.0,1.0,1.1
376,20211216,21,64.0,46.0,33.0,40.0,32.0,5.0,5.0,53.0,60.0,54.0,79.0,54.0,62.0,1.0,1.1
377,20211216,22,62.0,44.0,34.0,43.0,32.0,6.0,5.0,83.0,60.0,18.0,79.0,49.0,62.0,1.2,1.1
378,20211216,23,89.0,66.0,35.0,58.0,33.0,5.0,5.0,86.0,60.0,7.0,79.0,44.0,62.0,1.3,1.1
379,20211217,0,,,35.0,,34.0,,5.0,,59.0,,79.0,43.0,62.0,,1.1
380,20211217,1,,,35.0,,34.0,,5.0,,58.0,,44.0,,40.0,,1.1
381,20211217,2,196.0,147.0,43.0,118.0,40.0,6.0,5.0,35.0,56.0,78.0,79.0,78.0,78.0,1.4,1.1
382,20211217,3,226.0,176.0,52.0,148.0,48.0,6.0,5.0,37.0,53.0,65.0,84.0,76.0,84.0,1.4,1.1
383,20211217,4,232.0,182.0,59.0,149.0,53.0,6.0,5.0,38.0,51.0,47.0,84.0,68.0,84.0,1.3,1.1
384,20211217,5,153.0,117.0,62.0,102.0,56.0,5.0,5.0,31.0,49.0,50.0,84.0,65.0,84.0,1.0,1.1
385,20211217,6,64.0,46.0,63.0,75.0,58.0,6.0,5.0,33.0,49.0,45.0,84.0,62.0,84.0,0.9,1.1
386,20211217,7,62.0,33.0,63.0,74.0,61.0,5.0,5.0,39.0,49.0,43.0,84.0,59.0,84.0,0.8,1.1
387,20211217,8,,,65.0,,63.0,,5.0,,50.0,,52.0,,57.0,,1.1
388,20211217,9,66.0,21.0,65.0,81.0,66.0,5.0,5.0,39.0,50.0,49.0,84.0,54.0,84.0,0.9,1.1
389,20211217,10,69.0,20.0,65.0,87.0,69.0,5.0,5.0,35.0,48.0,55.0,84.0,51.0,84.0,0.8,1.1
390,20211217,11,77.0,26.0,66.0,103.0,72.0,6.0,5.0,33.0,47.0,59.0,84.0,50.0,84.0,0.8,1.1
391,20211217,12,86.0,26.0,64.0,122.0,75.0,7.0,5.0,31.0,47.0,64.0,84.0,52.0,84.0,0.9,1.1
392,20211217,13,84.0,24.0,62.0,117.0,76.0,6.0,5.0,30.0,46.0,68.0,84.0,55.0,84.0,0.8,1.0
393,20211217,14,86.0,24.0,62.0,122.0,81.0,7.0,5.0,32.0,46.0,70.0,84.0,58.0,84.0,0.8,1.0
394,20211217,15,83.0,26.0,62.0,115.0,84.0,6.0,6.0,32.0,45.0,71.0,84.0,62.0,84.0,0.8,1.0
395,20211217,16,79.0,24.0,62.0,107.0,88.0,6.0,6.0,29.0,44.0,72.0,84.0,64.0,84.0,0.7,1.0
396,20211217,17,74.0,27.0,62.0,98.0,90.0,5.0,6.0,32.0,43.0,65.0,84.0,66.0,84.0,0.7,1.0
397,20211217,18,67.0,26.0,61.0,84.0,92.0,5.0,6.0,34.0,42.0,59.0,84.0,66.0,84.0,0.7,1.0
398,20211217,19,60.0,21.0,60.0,70.0,93.0,5.0,6.0,30.0,41.0,62.0,84.0,66.0,84.0,0.7,1.0
399,20211217,20,56.0,17.0,58.0,61.0,93.0,5.0,6.0,31.0,40.0,60.0,84.0,66.0,84.0,0.7,1.0
400,20211217,21,54.0,18.0,57.0,57.0,94.0,5.0,6.0,30.0,39.0,58.0,84.0,65.0,84.0,0.7,1.0
401,20211217,22,53.0,17.0,55.0,55.0,94.0,5.0,6.0,33.0,37.0,54.0,84.0,63.0,84.0,0.7,0.9
402,20211217,23,51.0,12.0,53.0,52.0,94.0,5.0,6.0,31.0,34.0,55.0,84.0,61.0,84.0,0.7,0.9
403,20211218,0,48.0,16.0,50.0,48.0,93.0,5.0,6.0,28.0,33.0,58.0,84.0,59.0,66.0,0.7,0.9
404,20211218,1,44.0,13.0,46.0,44.0,91.0,6.0,6.0,33.0,33.0,52.0,78.0,52.0,52.0,0.8,0.9
405,20211218,2,45.0,13.0,40.0,45.0,88.0,6.0,6.0,37.0,33.0,44.0,72.0,48.0,52.0,0.7,0.8
406,20211218,3,46.0,15.0,33.0,46.0,83.0,5.0,6.0,36.0,33.0,43.0,72.0,46.0,52.0,0.7,0.8
407,20211218,4,47.0,15.0,26.0,47.0,79.0,5.0,5.0,36.0,33.0,43.0,72.0,46.0,52.0,0.6,0.8
408,20211218,5,45.0,13.0,21.0,45.0,76.0,5.0,5.0,42.0,33.0,37.0,72.0,44.0,52.0,0.7,0.8
409,20211218,6,47.0,14.0,20.0,47.0,75.0,6.0,5.0,49.0,34.0,29.0,72.0,41.0,52.0,1.0,0.8
410,20211218,7,51.0,17.0,19.0,52.0,74.0,7.0,6.0,53.0,35.0,25.0,72.0,39.0,52.0,1.2,0.8
411,20211218,8,52.0,15.0,19.0,53.0,73.0,8.0,6.0,51.0,35.0,27.0,72.0,38.0,52.0,1.3,0.8
412,20211218,9,52.0,15.0,19.0,53.0,72.0,6.0,6.0,45.0,36.0,37.0,72.0,36.0,52.0,0.9,0.8
413,20211218,10,50.0,16.0,19.0,50.0,71.0,5.0,6.0,44.0,36.0,45.0,72.0,36.0,52.0,0.8,0.8
414,20211218,11,45.0,15.0,18.0,45.0,68.0,5.0,6.0,41.0,36.0,52.0,72.0,37.0,52.0,0.7,0.8
415,20211218,12,35.0,13.0,18.0,35.0,64.0,5.0,6.0,37.0,36.0,58.0,72.0,39.0,52.0,0.7,0.8
416,20211218,13,29.0,12.0,17.0,29.0,61.0,6.0,6.0,36.0,37.0,61.0,72.0,42.0,52.0,0.7,0.8
417,20211218,14,39.0,15.0,17.0,39.0,57.0,6.0,6.0,41.0,37.0,57.0,72.0,45.0,52.0,0.7,0.8
418,20211218,15,46.0,22.0,17.0,46.0,54.0,6.0,6.0,45.0,38.0,55.0,72.0,49.0,52.0,0.7,0.8
419,20211218,16,53.0,21.0,17.0,56.0,52.0,6.0,6.0,50.0,39.0,51.0,65.0,52.0,52.0,0.8,0.8
420,20211218,17,58.0,28.0,17.0,66.0,51.0,7.0,6.0,67.0,40.0,34.0,62.0,52.0,52.0,0.8,0.8
421,20211218,18,64.0,36.0,17.0,78.0,51.0,7.0,6.0,70.0,42.0,31.0,62.0,50.0,52.0,1.0,0.8
422,20211218,19,65.0,39.0,18.0,80.0,51.0,6.0,6.0,70.0,43.0,30.0,61.0,47.0,52.0,1.0,0.8
423,20211218,20,65.0,45.0,19.0,79.0,52.0,7.0,6.0,73.0,45.0,27.0,61.0,43.0,52.0,1.0,0.8
424,20211218,21,68.0,49.0,20.0,84.0,53.0,7.0,6.0,82.0,47.0,18.0,61.0,38.0,52.0,1.0,0.8
425,20211218,22,69.0,50.0,22.0,88.0,54.0,8.0,6.0,91.0,50.0,10.0,61.0,32.0,52.0,1.0,0.8
426,20211218,23,73.0,53.0,23.0,93.0,56.0,8.0,6.0,94.0,52.0,7.0,61.0,26.0,52.0,1.1,0.9
427,20211219,0,75.0,55.0,25.0,91.0,58.0,8.0,6.0,94.0,55.0,6.0,61.0,20.0,52.0,1.1,0.9
428,20211219,1,77.0,56.0,27.0,92.0,60.0,8.0,6.0,92.0,57.0,6.0,61.0,6.0,6.0,1.1,0.9
429,20211219,2,84.0,62.0,29.0,90.0,62.0,8.0,6.0,88.0,59.0,7.0,61.0,6.0,6.0,1.1,0.9
430,20211219,3,74.0,54.0,30.0,79.0,63.0,7.0,7.0,84.0,61.0,9.0,61.0,7.0,7.0,1.0,0.9
431,20211219,4,67.0,48.0,32.0,71.0,64.0,8.0,7.0,79.0,63.0,13.0,61.0,9.0,9.0,1.1,0.9
432,20211219,5,65.0,47.0,33.0,69.0,65.0,9.0,7.0,74.0,65.0,17.0,61.0,10.0,10.0,1.2,1.0
433,20211219,6,64.0,46.0,35.0,68.0,66.0,8.0,7.0,74.0,66.0,16.0,61.0,11.0,11.0,1.1,1.0
434,20211219,7,63.0,45.0,36.0,70.0,67.0,9.0,7.0,81.0,67.0,11.0,61.0,11.0,11.0,1.1,1.0
435,20211219,8,67.0,48.0,37.0,76.0,68.0,10.0,7.0,78.0,68.0,14.0,61.0,12.0,12.0,1.2,1.0
436,20211219,9,72.0,52.0,39.0,83.0,69.0,11.0,7.0,70.0,69.0,24.0,61.0,14.0,14.0,1.2,1.0
437,20211219,10,68.0,49.0,40.0,82.0,70.0,11.0,8.0,64.0,70.0,32.0,61.0,17.0,17.0,1.2,1.0
438,20211219,11,69.0,50.0,41.0,82.0,72.0,13.0,8.0,66.0,71.0,34.0,61.0,20.0,20.0,1.3,1.0
439,20211219,12,69.0,50.0,43.0,79.0,74.0,11.0,8.0,61.0,72.0,45.0,61.0,24.0,24.0,1.1,1.0
440,20211219,13,64.0,46.0,44.0,77.0,76.0,10.0,8.0,64.0,73.0,46.0,57.0,28.0,28.0,1.1,1.0
441,20211219,14,63.0,45.0,46.0,72.0,77.0,9.0,8.0,61.0,74.0,51.0,55.0,32.0,32.0,1.0,1.1
442,20211219,15,56.0,37.0,46.0,62.0,78.0,8.0,8.0,53.0,74.0,58.0,58.0,38.0,38.0,0.9,1.1
443,20211219,16,54.0,30.0,47.0,58.0,78.0,7.0,9.0,58.0,74.0,54.0,58.0,43.0,43.0,0.8,1.1
444,20211219,17,55.0,28.0,47.0,60.0,78.0,7.0,9.0,66.0,74.0,45.0,58.0,46.0,46.0,0.9,1.1
445,20211219,18,62.0,33.0,47.0,73.0,77.0,7.0,9.0,84.0,75.0,28.0,58.0,45.0,46.0,1.0,1.1
446,20211219,19,63.0,36.0,46.0,76.0,77.0,7.0,9.0,88.0,76.0,24.0,58.0,44.0,46.0,1.0,1.1
447,20211219,20,76.0,40.0,46.0,101.0,78.0,7.0,9.0,110.0,77.0,6.0,58.0,39.0,46.0,1.1,1.1
448,20211219,21,99.0,53.0,46.0,148.0,81.0,7.0,9.0,114.0,79.0,6.0,58.0,34.0,46.0,1.2,1.1
449,20211219,22,101.0,49.0,46.0,152.0,84.0,8.0,9.0,114.0,80.0,6.0,58.0,28.0,46.0,1.2,1.1
450,20211219,23,107.0,52.0,46.0,164.0,86.0,8.0,9.0,115.0,80.0,5.0,58.0,22.0,46.0,1.2,1.1
451,20211220,0,94.0,53.0,46.0,138.0,88.0,7.0,9.0,111.0,81.0,5.0,58.0,16.0,46.0,1.0,1.1
452,20211220,1,68.0,46.0,46.0,85.0,88.0,7.0,8.0,107.0,82.0,6.0,58.0,6.0,6.0,0.9,1.1
453,20211220,2,65.0,47.0,45.0,75.0,88.0,16.0,9.0,102.0,82.0,12.0,58.0,9.0,9.0,1.0,1.1
454,20211220,3,72.0,52.0,45.0,76.0,87.0,12.0,9.0,106.0,83.0,7.0,58.0,8.0,9.0,1.1,1.1
455,20211220,4,67.0,48.0,45.0,70.0,87.0,8.0,9.0,103.0,84.0,5.0,58.0,8.0,9.0,1.0,1.1
456,20211220,5,69.0,50.0,45.0,67.0,87.0,7.0,9.0,102.0,86.0,6.0,58.0,7.0,9.0,0.9,1.1
457,20211220,6,73.0,53.0,46.0,70.0,87.0,6.0,9.0,99.0,87.0,5.0,58.0,7.0,9.0,1.0,1.1
458,20211220,7,69.0,50.0,46.0,70.0,87.0,9.0,9.0,96.0,87.0,8.0,58.0,7.0,9.0,1.0,1.1
459,20211220,8,84.0,58.0,46.0,118.0,89.0,16.0,9.0,101.0,88.0,8.0,58.0,7.0,9.0,1.3,1.1
460,20211220,9,101.0,71.0,47.0,151.0,92.0,24.0,10.0,98.0,89.0,18.0,58.0,9.0,9.0,1.3,1.1
461,20211220,10,84.0,62.0,47.0,116.0,93.0,22.0,10.0,99.0,91.0,25.0,58.0,10.0,10.0,1.3,1.1
462,20211220,11,83.0,61.0,48.0,107.0,94.0,13.0,10.0,96.0,92.0,34.0,58.0,14.0,14.0,1.1,1.1
463,20211220,12,77.0,56.0,48.0,100.0,95.0,11.0,10.0,87.0,93.0,48.0,58.0,19.0,19.0,1.0,1.1
464,20211220,13,79.0,58.0,49.0,90.0,96.0,10.0,10.0,82.0,94.0,62.0,62.0,26.0,26.0,0.9,1.0
465,20211220,14,78.0,57.0,49.0,80.0,96.0,8.0,10.0,78.0,95.0,67.0,67.0,34.0,34.0,0.9,1.0
466,20211220,15,73.0,53.0,50.0,73.0,97.0,8.0,10.0,74.0,95.0,65.0,67.0,41.0,41.0,0.8,1.0
467,20211220,16,59.0,42.0,50.0,62.0,97.0,8.0,10.0,65.0,96.0,75.0,75.0,49.0,49.0,0.8,1.0
468,20211220,17,60.0,43.0,51.0,70.0,97.0,9.0,10.0,98.0,97.0,46.0,75.0,53.0,53.0,0.9,1.0
469,20211220,18,69.0,44.0,51.0,87.0,98.0,10.0,10.0,97.0,98.0,42.0,75.0,55.0,55.0,0.9,1.0
470,20211220,19,73.0,40.0,52.0,95.0,99.0,7.0,10.0,110.0,98.0,22.0,75.0,53.0,55.0,0.9,1.0
471,20211220,20,79.0,44.0,52.0,107.0,99.0,8.0,10.0,127.0,99.0,8.0,75.0,48.0,55.0,1.0,1.0
472,20211220,21,78.0,50.0,52.0,105.0,97.0,12.0,11.0,127.0,100.0,14.0,75.0,42.0,55.0,1.1,1.0
473,20211220,22,94.0,56.0,52.0,137.0,96.0,12.0,11.0,138.0,101.0,6.0,75.0,35.0,55.0,1.2,1.0
474,20211220,23,86.0,59.0,52.0,121.0,95.0,11.0,11.0,139.0,102.0,6.0,75.0,27.0,55.0,1.3,1.0
475,20211221,0,82.0,60.0,52.0,101.0,93.0,10.0,11.0,138.0,103.0,7.0,75.0,19.0,55.0,1.4,1.0
476,20211221,1,84.0,62.0,53.0,102.0,94.0,11.0,11.0,141.0,104.0,6.0,75.0,6.0,6.0,1.2,1.1
477,20211221,2,85.0,63.0,54.0,92.0,94.0,10.0,11.0,138.0,106.0,5.0,75.0,6.0,6.0,1.1,1.1
478,20211221,3,84.0,62.0,54.0,83.0,95.0,10.0,11.0,129.0,107.0,6.0,75.0,6.0,6.0,1.1,1.1
479,20211221,4,85.0,63.0,55.0,84.0,95.0,10.0,11.0,126.0,108.0,6.0,75.0,6.0,6.0,1.1,1.1
480,20211221,5,88.0,65.0,56.0,82.0,96.0,10.0,11.0,117.0,108.0,7.0,75.0,6.0,6.0,1.1,1.1
481,20211221,6,90.0,67.0,56.0,84.0,97.0,11.0,11.0,106.0,109.0,11.0,75.0,7.0,7.0,1.1,1.1
482,20211221,7,88.0,65.0,57.0,81.0,97.0,11.0,11.0,105.0,109.0,14.0,75.0,8.0,8.0,1.1,1.1
483,20211221,8,87.0,64.0,57.0,85.0,96.0,12.0,11.0,104.0,109.0,15.0,75.0,9.0,9.0,1.3,1.1
484,20211221,9,89.0,66.0,57.0,96.0,93.0,13.0,11.0,105.0,109.0,18.0,75.0,10.0,10.0,1.4,1.1
485,20211221,10,98.0,73.0,57.0,110.0,93.0,14.0,10.0,104.0,110.0,25.0,75.0,13.0,13.0,1.4,1.1
486,20211221,11,103.0,77.0,58.0,120.0,94.0,14.0,10.0,119.0,111.0,22.0,75.0,15.0,15.0,1.7,1.1
487,20211221,12,127.0,96.0,60.0,141.0,95.0,14.0,11.0,133.0,112.0,21.0,75.0,17.0,17.0,1.6,1.1
488,20211221,13,137.0,104.0,61.0,152.0,98.0,13.0,11.0,138.0,115.0,20.0,75.0,18.0,18.0,1.5,1.2
489,20211221,14,130.0,99.0,63.0,144.0,101.0,13.0,11.0,125.0,117.0,29.0,75.0,20.0,20.0,1.4,1.2
490,20211221,15,115.0,87.0,65.0,117.0,102.0,12.0,11.0,115.0,118.0,33.0,75.0,23.0,23.0,1.3,1.2
491,20211221,16,104.0,78.0,66.0,114.0,105.0,12.0,11.0,139.0,122.0,13.0,46.0,23.0,23.0,1.3,1.2
492,20211221,17,115.0,87.0,68.0,169.0,109.0,11.0,11.0,150.0,124.0,8.0,42.0,21.0,23.0,1.4,1.2
493,20211221,18,130.0,99.0,70.0,190.0,113.0,14.0,11.0,150.0,126.0,9.0,33.0,19.0,23.0,1.8,1.3
494,20211221,19,153.0,117.0,73.0,202.0,117.0,11.0,12.0,150.0,128.0,13.0,33.0,18.0,23.0,2.4,1.3
495,20211221,20,166.0,126.0,77.0,244.0,123.0,10.0,12.0,146.0,128.0,16.0,33.0,18.0,23.0,3.0,1.4
496,20211221,21,186.0,140.0,81.0,255.0,129.0,12.0,12.0,152.0,129.0,12.0,33.0,17.0,23.0,2.5,1.5
497,20211221,22,165.0,125.0,84.0,207.0,132.0,11.0,12.0,142.0,130.0,8.0,33.0,14.0,23.0,2.1,1.5
498,20211221,23,142.0,108.0,86.0,169.0,134.0,12.0,12.0,148.0,130.0,6.0,33.0,11.0,23.0,1.7,1.5
499,20211222,0,130.0,99.0,87.0,139.0,136.0,11.0,12.0,148.0,130.0,6.0,33.0,10.0,23.0,1.5,1.5
500,20211222,1,129.0,98.0,89.0,128.0,137.0,10.0,12.0,132.0,130.0,8.0,33.0,8.0,8.0,1.7,1.6
501,20211222,2,133.0,101.0,90.0,142.0,139.0,9.0,12.0,122.0,129.0,8.0,33.0,8.0,8.0,1.8,1.6
502,20211222,3,132.0,100.0,92.0,154.0,142.0,8.0,12.0,115.0,129.0,10.0,33.0,9.0,9.0,2.0,1.6
503,20211222,4,138.0,105.0,94.0,141.0,144.0,10.0,12.0,123.0,129.0,6.0,33.0,8.0,9.0,1.5,1.7
504,20211222,5,134.0,102.0,95.0,118.0,146.0,10.0,12.0,115.0,129.0,5.0,33.0,7.0,9.0,1.4,1.7
505,20211222,6,140.0,107.0,97.0,116.0,147.0,9.0,12.0,102.0,128.0,5.0,33.0,7.0,9.0,1.4,1.7
506,20211222,7,139.0,106.0,98.0,109.0,148.0,7.0,11.0,96.0,128.0,6.0,33.0,7.0,9.0,1.4,1.7
507,20211222,8,138.0,105.0,100.0,117.0,150.0,7.0,11.0,94.0,128.0,6.0,33.0,7.0,9.0,1.8,1.7
508,20211222,9,142.0,108.0,102.0,124.0,151.0,7.0,11.0,89.0,127.0,5.0,33.0,6.0,9.0,1.5,1.7
509,20211222,10,155.0,118.0,104.0,132.0,152.0,6.0,11.0,90.0,126.0,8.0,33.0,6.0,9.0,1.5,1.7
510,20211222,11,153.0,117.0,106.0,129.0,152.0,6.0,10.0,80.0,125.0,34.0,34.0,9.0,9.0,1.3,1.7
511,20211222,12,133.0,101.0,106.0,103.0,151.0,7.0,10.0,63.0,122.0,77.0,77.0,18.0,18.0,1.1,1.7
512,20211222,13,114.0,86.0,105.0,78.0,148.0,8.0,10.0,55.0,118.0,92.0,92.0,29.0,29.0,1.0,1.7
513,20211222,14,104.0,78.0,104.0,79.0,145.0,8.0,10.0,52.0,115.0,102.0,102.0,41.0,41.0,0.9,1.6
514,20211222,15,99.0,74.0,104.0,81.0,143.0,8.0,9.0,58.0,113.0,89.0,102.0,52.0,52.0,0.9,1.6
515,20211222,16,95.0,71.0,103.0,79.0,142.0,6.0,9.0,49.0,109.0,102.0,102.0,64.0,64.0,0.9,1.6
516,20211222,17,92.0,68.0,102.0,78.0,138.0,5.0,9.0,56.0,105.0,88.0,102.0,74.0,74.0,1.0,1.6
517,20211222,18,84.0,62.0,101.0,90.0,134.0,5.0,8.0,77.0,102.0,59.0,102.0,80.0,80.0,1.1,1.6
518,20211222,19,73.0,52.0,98.0,96.0,130.0,6.0,8.0,93.0,100.0,39.0,102.0,81.0,81.0,1.1,1.5
519,20211222,20,72.0,49.0,95.0,94.0,123.0,6.0,8.0,119.0,99.0,14.0,102.0,73.0,81.0,1.1,1.4
520,20211222,21,73.0,48.0,91.0,95.0,117.0,6.0,8.0,128.0,98.0,5.0,102.0,62.0,81.0,1.1,1.4
521,20211222,22,70.0,45.0,88.0,90.0,112.0,6.0,8.0,125.0,97.0,4.0,102.0,50.0,81.0,1.1,1.3
522,20211222,23,67.0,42.0,85.0,83.0,108.0,6.0,7.0,120.0,96.0,4.0,102.0,39.0,81.0,1.1,1.3
523,20211223,0,69.0,39.0,83.0,87.0,106.0,6.0,7.0,118.0,95.0,8.0,102.0,28.0,81.0,1.1,1.3
524,20211223,1,66.0,34.0,80.0,81.0,104.0,6.0,7.0,110.0,94.0,5.0,102.0,5.0,5.0,1.0,1.3
525,20211223,2,56.0,30.0,77.0,62.0,101.0,6.0,7.0,108.0,93.0,5.0,102.0,5.0,5.0,1.0,1.2
526,20211223,3,48.0,28.0,74.0,45.0,96.0,6.0,7.0,96.0,92.0,5.0,102.0,5.0,5.0,0.9,1.2
527,20211223,4,46.0,21.0,70.0,30.0,92.0,5.0,7.0,92.0,91.0,5.0,102.0,5.0,5.0,0.8,1.1
528,20211223,5,46.0,16.0,67.0,20.0,87.0,5.0,6.0,92.0,90.0,5.0,102.0,5.0,5.0,0.8,1.1
529,20211223,6,42.0,11.0,63.0,21.0,83.0,5.0,6.0,84.0,89.0,6.0,102.0,5.0,5.0,0.9,1.1
530,20211223,7,44.0,12.0,59.0,24.0,80.0,5.0,6.0,87.0,89.0,5.0,102.0,5.0,5.0,0.8,1.1
531,20211223,8,51.0,15.0,55.0,52.0,77.0,6.0,6.0,92.0,89.0,7.0,102.0,5.0,5.0,1.5,1.1
532,20211223,9,58.0,30.0,52.0,65.0,75.0,7.0,6.0,85.0,89.0,12.0,102.0,6.0,6.0,1.2,1.0
533,20211223,10,44.0,26.0,48.0,37.0,71.0,7.0,6.0,88.0,89.0,16.0,102.0,8.0,8.0,0.9,1.0
534,20211223,11,29.0,18.0,44.0,29.0,67.0,6.0,6.0,57.0,88.0,50.0,102.0,13.0,13.0,0.7,1.0
535,20211223,12,24.0,7.0,40.0,19.0,63.0,6.0,6.0,37.0,87.0,74.0,102.0,22.0,22.0,0.6,1.0
536,20211223,13,24.0,7.0,37.0,21.0,61.0,6.0,6.0,37.0,86.0,76.0,102.0,31.0,31.0,0.5,1.0
537,20211223,14,29.0,4.0,34.0,29.0,59.0,6.0,6.0,36.0,85.0,81.0,102.0,40.0,40.0,0.5,0.9
538,20211223,15,38.0,6.0,31.0,38.0,57.0,5.0,6.0,39.0,84.0,81.0,102.0,50.0,50.0,0.5,0.9
539,20211223,16,43.0,8.0,28.0,43.0,55.0,5.0,6.0,41.0,84.0,81.0,88.0,59.0,59.0,0.5,0.9
540,20211223,17,46.0,10.0,26.0,46.0,54.0,5.0,6.0,56.0,84.0,65.0,81.0,66.0,66.0,0.6,0.9
541,20211223,18,49.0,12.0,24.0,49.0,52.0,6.0,6.0,84.0,84.0,35.0,81.0,68.0,68.0,0.7,0.9
542,20211223,19,51.0,12.0,22.0,51.0,50.0,5.0,6.0,85.0,84.0,31.0,81.0,66.0,68.0,0.8,0.9
543,20211223,20,53.0,14.0,21.0,55.0,49.0,5.0,6.0,90.0,83.0,26.0,81.0,60.0,68.0,0.8,0.9
544,20211223,21,52.0,18.0,19.0,54.0,47.0,5.0,6.0,100.0,82.0,15.0,81.0,52.0,68.0,0.8,0.8
545,20211223,22,46.0,17.0,18.0,46.0,45.0,5.0,6.0,90.0,80.0,22.0,81.0,44.0,68.0,0.8,0.8
546,20211223,23,50.0,14.0,17.0,44.0,44.0,5.0,6.0,99.0,79.0,13.0,81.0,36.0,68.0,0.8,0.8
547,20211224,0,50.0,15.0,16.0,40.0,42.0,5.0,6.0,100.0,79.0,10.0,81.0,27.0,68.0,0.8,0.8
548,20211224,1,49.0,14.0,15.0,36.0,40.0,6.0,6.0,97.0,78.0,13.0,81.0,13.0,13.0,0.8,0.8
